,Unnamed: 0,travel_time,itinerary,price,airlines,provider
155,155,1431.0,BA1528||IB4236|IB4206,723.92,BA|IB,Alternate
156,156,1479.0,AY4029||AA1235|AA6157,729.92,AA|AY,Alternate
157,157,1464.0,AY5509||AA1235|AA6157,729.92,AA|AY,Alternate
158,158,1516.0,AY5509||AA1511|AA6157,729.92,AA|AY,Alternate
159,159,1423.0,AY5509||AA1249|AA6139,742.92,AA|AY,Alternate
160,160,1507.0,AY5509||AA2669|AA6133,742.92,AA|AY,Alternate
161,161,1421.0,AY5509||AA1556|AA6141,742.92,AA|AY,Alternate
162,162,1458.0,AY5509||AA1249|AA6141,742.92,AA|AY,Alternate
163,163,1436.0,AY4029||AA1556|AA6141,742.92,AA|AY,Alternate
164,164,1473.0,AY4029||AA1249|AA6141,742.92,AA|AY,Alternate
165,165,1438.0,AY4029||AA1249|AA6139,742.92,AA|AY,Alternate
166,166,1409.0,AY4029||AA1803|AA6173,747.42,AA|AY,Alternate
167,167,1394.0,AY5408||AA1803|AA6173,747.42,AA|AY,Alternate
168,168,1394.0,AY5509||AA1803|AA6173,747.42,AA|AY,Alternate
169,169,1640.0,OS0458|OS0097||OS7712|OS7850,756.64,OS,Alternate
170,170,2217.0,DL4376|DL1415||DL1829|DL0018,782.42,DL,Alternate
171,171,1390.0,AY5509||AA2469|AA0078,782.92,AA|AY,Alternate
172,172,1095.0,AY4029||AY5405,782.92,AY,Alternate
173,173,1080.0,AY5509||AA6123,782.92,AA|AY,Alternate
174,174,1080.0,AY5509||AY5405,782.92,AY,Alternate
175,175,1095.0,AA0039||AA6123,782.92,AA,Alternate
176,176,1095.0,AA0039||AY5405,782.92,AA|AY,Alternate
177,177,1080.0,AA6124||AA6123,782.92,AA,Alternate
178,178,1080.0,AA6124||AY5405,782.92,AA|AY,Alternate
179,179,1080.0,AA6162||AA6123,782.92,AA,Alternate
180,180,1080.0,AA6162||AY5405,782.92,AA|AY,Alternate
181,181,1490.0,AY5509||AA1276|AA0078,782.92,AA|AY,Alternate
182,182,1080.0,AY5408||AY5405,782.92,AY,Alternate
183,183,1080.0,AY5408||AA6123,782.92,AA|AY,Alternate
184,184,1095.0,AY4029||AA6123,782.92,AA|AY,Alternate
185,185,1405.0,AY4029||AA2469|AA0078,782.92,AA|AY,Alternate
186,186,1269.0,AY4029||AA2457|AA0098,782.92,AA|AY,Alternate
187,187,1320.0,AY4029||AA2303|AA0046,782.92,AA|AY,Alternate
188,188,1505.0,AY4029||AA1276|AA0078,782.92,AA|AY,Alternate
189,189,1505.0,AY4029||AA1159|AA0098,782.92,AA|AY,Alternate
190,190,1305.0,AY5509||AA2303|AA0046,782.92,AA|AY,Alternate
191,191,1409.0,AA0039||AA1803|AA6173,787.42,AA,Alternate
192,192,1394.0,AA6162||AA1803|AA6173,787.42,AA,Alternate
193,193,1394.0,AA6124||AA1803|AA6173,787.42,AA,Alternate
194,194,1595.0,EI0155|EI0141||EI0140|EI0286,789.09,EI,Alternate
195,195,1080.0,AY5509||IB7329,793.92,AY|IB,Alternate
196,196,1080.0,AA6162||IB7329,793.92,AA|IB,Alternate
197,197,1095.0,AY4029||BA0210,793.92,AY|BA,Alternate
198,198,1095.0,AY4029||IB7329,793.92,AY|IB,Alternate
199,199,1080.0,AY5408||IB7329,793.92,AY|IB,Alternate
200,200,1080.0,IB7399||AY5405,793.92,AY|IB,Alternate
201,201,1095.0,IB4228||AY5405,793.92,AY|IB,Alternate
202,202,1080.0,BA0211||AY5405,793.92,AY|BA,Alternate
203,203,1080.0,BA0211||AA6123,793.92,AA|BA,Alternate
204,204,1080.0,BA0209||AY5405,793.92,AY|BA,Alternate
205,205,1080.0,BA0209||AA6123,793.92,AA|BA,Alternate
206,206,1095.0,BA1528||AY5405,793.92,AY|BA,Alternate
207,207,1080.0,AY5509||BA0210,793.92,AY|BA,Alternate
208,208,1095.0,BA1528||AA6123,793.92,AA|BA,Alternate
209,209,1080.0,IB7328||AY5405,793.92,AY|IB,Alternate
210,210,1080.0,IB7328||AA6123,793.92,AA|IB,Alternate
211,211,1095.0,IB4228||AA6123,793.92,AA|IB,Alternate
212,212,1080.0,IB7399||AA6123,793.92,AA|IB,Alternate
213,213,1080.0,AA6162||BA0210,793.92,AA|BA,Alternate
214,214,1080.0,AA6124||IB7329,793.92,AA|IB,Alternate
215,215,1080.0,AA6124||BA0210,793.92,AA|BA,Alternate
216,216,1095.0,AA0039||IB7329,793.92,AA|IB,Alternate
217,217,1095.0,AA0039||BA0210,793.92,AA|BA,Alternate
218,218,1080.0,AA6160||AA6123,802.92,AA,Alternate
219,219,1080.0,AA6160||AY5405,802.92,AA|AY,Alternate
220,220,1095.0,BA1528||IB7329,803.92,BA|IB,Alternate
221,221,1080.0,BA0209||IB7329,803.92,BA|IB,Alternate
222,222,1080.0,BA0211||IB7329,803.92,BA|IB,Alternate
223,223,1080.0,IB7328||IB7329,803.92,IB,Alternate
224,224,1080.0,IB7399||IB7329,803.92,IB,Alternate
225,225,1095.0,BA1528||BA0210,803.92,BA,Alternate
226,226,1095.0,IB4228||IB7329,803.92,IB,Alternate
227,227,1080.0,IB7397||AY5405,813.92,AY|IB,Alternate
228,228,1080.0,IB7397||AA6123,813.92,AA|IB,Alternate
229,229,1080.0,AA6160||IB7329,813.92,AA|IB,Alternate
230,230,1080.0,BA0207||AA6123,813.92,AA|BA,Alternate
231,231,1080.0,BA0207||AY5405,813.92,AY|BA,Alternate
232,232,1080.0,AY5507||AA6123,822.92,AA|AY,Alternate
233,233,1080.0,AY5507||AY5405,822.92,AY,Alternate
234,234,1080.0,IB7397||IB7329,823.92,IB,Alternate
235,235,1080.0,BA0207||IB7329,823.92,BA|IB,Alternate
236,236,1080.0,AY5507||IB7329,833.92,AY|IB,Alternate
237,237,1090.0,AA0039||AA6159,922.92,AA,Alternate
238,238,1075.0,AA6162||AA6159,922.92,AA,Alternate
239,239,1075.0,AA6160||AA6159,942.92,AA,Alternate
240,240,1075.0,BA0209||BA0206,943.92,BA,Alternate
241,241,1075.0,IB7399||IB7396,943.92,IB,Alternate
242,242,1090.0,BA1528||BA0206,943.92,BA,Alternate
243,243,1090.0,IB4228||IB7396,943.92,IB,Alternate
244,244,1075.0,IB7397||IB7396,963.92,IB,Alternate
245,245,1080.0,BA0207||BA0210,963.92,BA,Alternate
246,246,1115.0,VS0005||VS0006,1401.92,VS,Alternate
247,247,1115.0,DL4386||DL4387,1401.92,DL,Alternate
248,248,1115.0,KL4816||KL4817,1575.92,KL,Alternate
249,249,1115.0,AF6754||AF6755,1575.92,AF,Alternate
